ciudad,genero,area,salario,edad,antiguedad,nivel_educativo,estado_civil,hijos,turno,satisfaccion_laboral
Envigado,Masculino,Operativos,4317217.55,54,1,Profesional,Unión Libre,0,Nocturno,2.9
Itagüí,No Binario,Servicios Generales,3031909.25,61,8,Profesional,Soltero,0,Mixto,4.6
Sabaneta,Masculino,Operativos,4421478.0,48,14,Profesional,Casado,1,Nocturno,2.5
Sabaneta,Femenino,Operativos,4898602.74,58,11,Técnico,Casado,2,Nocturno,1.1
Bello,Femenino,Servicios Generales,2958644.93,44,26,Secundaria,Casado,0,Diurno,4.9
Sabaneta,Femenino,Operativos,5466356.85,53,32,Técnico,Casado,0,Nocturno,3.2
Bello,Femenino,Operativos,2060881.72,50,40,Técnico,Divorciado,1,Mixto,9.8
Itagüí,Masculino,Operativos,5330544.97,57,35,Profesional,Divorciado,1,Nocturno,8.2
Itagüí,Masculino,Operativos,5117424.19,18,10,Secundaria,Divorciado,0,Diurno,3.7
Itagüí,Femenino,Operativos,4544405.79,61,8,Tecnólogo,Soltero,0,Diurno,2.0
Medellín,Masculino,Operativos,5767535.11,44,22,Tecnólogo,Unión Libre,1,Mixto,9.6
Sabaneta,Masculino,Operativos,3482308.6,58,35,Técnico,Viudo,1,Diurno,5.8
Envigado,Femenino,Operativos,4159684.29,56,15,Secundaria,Divorciado,0,Diurno,6.2
Envigado,Masculino,Servicios Generales,2839082.68,60,18,Profesional,Soltero,0,Diurno,6.0
Itagüí,No Binario,Operativos,2489526.15,53,5,Técnico,Casado,1,Mixto,7.0
Envigado,Masculino,Operativos,2026576.39,24,21,Primaria,Unión Libre,0,Mixto,4.3
Itagüí,Femenino,Servicios Generales,3025358.79,47,32,Técnico,Viudo,0,Mixto,2.3
Estrella,Femenino,Operativos,2918413.61,24,36,Técnico,Casado,3,Nocturno,6.3
Itagüí,Masculino,Operativos,4690782.56,58,10,Técnico,Divorciado,2,Mixto,5.2
Itagüí,Femenino,Operativos,3444707.7,57,36,Técnico,Unión Libre,3,Diurno,2.9
Envigado,No Binario,Operativos,3944617.26,20,36,Técnico,Divorciado,1,Nocturno,3.9
Estrella,Femenino,Operativos,4034407.53,21,7,Profesional,Viudo,0,Diurno,1.4
Bello,No Binario,Servicios Generales,2594702.64,18,1,Secundaria,Unión Libre,0,Nocturno,4.2
Envigado,Masculino,Operativos,2581856.96,18,20,Técnico,Unión Libre,2,Nocturno,5.3
Estrella,No Binario,Operativos,3423591.97,20,36,Profesional,Soltero,2,Nocturno,5.5
Envigado,Masculino,Operativos,5726674.52,39,18,Profesional,Casado,1,Nocturno,1.6
Estrella,Femenino,Operativos,3926447.93,24,39,Técnico,Divorciado,1,Nocturno,9.9
Itagüí,Masculino,Operativos,2117410.32,45,33,Tecnólogo,Casado,0,Nocturno,8.6
Sabaneta,Femenino,Servicios Generales,3394647.26,56,29,Secundaria,Soltero,0,Mixto,1.3
Medellín,No Binario,Operativos,3299466.53,48,11,Técnico,Soltero,3,Mixto,9.8
Envigado,Femenino,Servicios Generales,2327174.16,25,18,Secundaria,Casado,0,Nocturno,4.2
Medellín,Masculino,Operativos,4539384.06,43,35,Técnico,Casado,0,Diurno,3.0
Envigado,Femenino,Operativos,3895493.52,48,37,Secundaria,Viudo,4,Diurno,7.9
Sabaneta,Masculino,Operativos,5493649.18,43,24,Técnico,Viudo,3,Diurno,2.4
Bello,Masculino,Operativos,4986164.82,21,18,Posgrado,Viudo,2,Nocturno,4.5
Medellín,Femenino,Operativos,4409268.24,55,35,Profesional,Viudo,1,Nocturno,3.8
Medellín,Masculino,Servicios Generales,2995376.3,20,31,Tecnólogo,Soltero,1,Diurno,3.9
Medellín,Femenino,Operativos,2657867.36,53,38,Secundaria,Unión Libre,0,Mixto,7.5
Envigado,Masculino,Servicios Generales,2712395.96,46,18,Tecnólogo,Soltero,1,Diurno,6.2
Medellín,Femenino,Operativos,2242945.88,34,0,Técnico,Soltero,0,Diurno,4.6
Estrella,Masculino,Servicios Generales,2275166.89,27,19,Técnico,Soltero,3,Nocturno,8.1
Itagüí,Femenino,Operativos,4505762.74,37,40,Secundaria,Unión Libre,0,Nocturno,7.5
Itagüí,Masculino,Operativos,4926692.21,21,5,Profesional,Viudo,2,Diurno,2.3
Bello,Femenino,Operativos,5697075.56,34,25,Tecnólogo,Viudo,0,Mixto,7.8
Sabaneta,Masculino,Servicios Generales,3549787.29,42,24,Técnico,Soltero,0,Nocturno,6.1
Bello,Masculino,Servicios Generales,2744656.57,35,11,Secundaria,Divorciado,1,Diurno,7.6
Itagüí,Masculino,Servicios Generales,3419686.62,35,33,Profesional,Unión Libre,1,Mixto,7.9
Envigado,Femenino,Operativos,5825599.41,47,15,Profesional,Unión Libre,0,Nocturno,4.2
Bello,Femenino,Operativos,4264261.05,51,6,Profesional,Viudo,2,Diurno,4.2
Itagüí,Femenino,Operativos,3466442.03,53,9,Profesional,Casado,3,Diurno,6.3
Estrella,Masculino,Operativos,2949784.36,21,16,Técnico,Casado,2,Nocturno,4.8
Envigado,No Binario,Operativos,4925749.54,41,20,Tecnólogo,Casado,0,Diurno,3.0
Envigado,Femenino,Operativos,3417579.69,44,12,Secundaria,Viudo,0,Nocturno,9.9
Medellín,Femenino,Operativos,5914467.03,30,16,Secundaria,Viudo,2,Diurno,1.6
Medellín,Femenino,Operativos,5838971.81,45,2,Secundaria,Casado,0,Nocturno,6.7
Estrella,Femenino,Operativos,3046142.8,20,39,Secundaria,Divorciado,3,Nocturno,6.7
Estrella,Masculino,Servicios Generales,2291090.9,21,23,Técnico,Unión Libre,0,Nocturno,3.9
Envigado,Masculino,Operativos,3641986.14,27,1,Técnico,Viudo,0,Nocturno,2.5
Itagüí,Masculino,Servicios Generales,2601073.9,54,16,Técnico,Casado,0,Nocturno,5.3
Bello,Femenino,Operativos,5782798.36,57,2,Tecnólogo,Divorciado,1,Diurno,6.2
Medellín,Femenino,Administrativa,6780679.77,56,23,Primaria,Viudo,1,Mixto,5.7
Itagüí,Masculino,Operativos,5918517.97,46,14,Técnico,Casado,1,Nocturno,6.0
Medellín,Masculino,Operativos,2145189.43,43,10,Secundaria,Unión Libre,1,Nocturno,2.4
Sabaneta,Masculino,Operativos,3488756.4,22,28,Técnico,Soltero,4,Diurno,5.4
Envigado,Masculino,Operativos,3907378.1,44,13,Posgrado,Soltero,0,Diurno,1.1
Sabaneta,Femenino,Operativos,5036032.58,41,32,Profesional,Viudo,0,Mixto,7.1
Sabaneta,No Binario,Operativos,2200952.33,26,23,Técnico,Viudo,0,Diurno,4.5
Envigado,Masculino,Operativos,4285850.5,30,26,Secundaria,Casado,2,Mixto,1.7
Medellín,Femenino,Servicios Generales,2945053.39,47,3,Profesional,Divorciado,1,Nocturno,5.1
Medellín,Masculino,Administrativa,7907547.14,35,2,Primaria,Divorciado,0,Nocturno,3.9
Medellín,No Binario,Servicios Generales,3366095.24,29,3,Posgrado,Unión Libre,4,Diurno,9.8
Estrella,Masculino,Servicios Generales,2067236.18,38,11,Primaria,Casado,2,Mixto,5.9
Envigado,Masculino,Operativos,4675049.25,50,28,Secundaria,Viudo,0,Mixto,7.2
Estrella,Femenino,Operativos,5979502.86,25,17,Secundaria,Divorciado,2,Nocturno,4.6
Sabaneta,Masculino,Operativos,5139636.61,18,14,Secundaria,Divorciado,0,Mixto,9.9
Sabaneta,Masculino,Administrativa,6891508.65,54,26,Secundaria,Soltero,0,Diurno,2.2
Medellín,No Binario,Operativos,5832585.58,21,20,Técnico,Unión Libre,0,Nocturno,1.7
Bello,Masculino,Operativos,2371383.85,62,37,Tecnólogo,Casado,0,Mixto,9.0
Itagüí,No Binario,Operativos,5698576.87,24,3,Secundaria,Casado,3,Nocturno,1.4
Envigado,Femenino,Operativos,4772414.59,40,1,Secundaria,Viudo,2,Diurno,3.1
Medellín,Masculino,Operativos,3901688.87,61,33,Profesional,Soltero,2,Mixto,2.0
Bello,Masculino,Servicios Generales,3186545.68,24,39,Tecnólogo,Soltero,1,Nocturno,6.4
Sabaneta,Femenino,Operativos,5355716.36,61,7,Secundaria,Viudo,4,Nocturno,1.6
Medellín,Femenino,Servicios Generales,3412352.48,20,27,Posgrado,Casado,0,Mixto,5.5
Itagüí,Masculino,Operativos,2944345.2,32,18,Tecnólogo,Casado,0,Nocturno,5.8
Medellín,Masculino,Servicios Generales,2301150.76,51,30,Técnico,Casado,0,Nocturno,8.7
Itagüí,No Binario,Operativos,4487584.21,46,2,Profesional,Casado,0,Diurno,7.9
Bello,Femenino,Operativos,2368667.34,39,37,Posgrado,Viudo,3,Diurno,4.7
Itagüí,Masculino,Operativos,3755591.94,46,21,Técnico,Soltero,0,Nocturno,2.1
Sabaneta,Femenino,Operativos,3938740.59,39,14,Tecnólogo,Soltero,0,Mixto,2.0
Bello,Femenino,Operativos,5689952.49,56,28,Primaria,Viudo,3,Diurno,4.7
Medellín,Femenino,Operativos,2763876.54,28,7,Técnico,Divorciado,0,Nocturno,6.7
Bello,Femenino,Operativos,3402588.84,60,11,Tecnólogo,Unión Libre,0,Nocturno,7.5
Itagüí,No Binario,Administrativa,6509107.28,26,33,Secundaria,Casado,2,Nocturno,3.3
Itagüí,Femenino,Operativos,3009220.3,36,6,Técnico,Casado,0,Diurno,9.2
Bello,Masculino,Operativos,5139479.55,39,39,Profesional,Viudo,0,Mixto,4.2
Medellín,Femenino,Operativos,2171599.73,21,22,Técnico,Viudo,0,Mixto,2.9
Itagüí,Femenino,Administrativa,7582036.05,35,8,Técnico,Viudo,3,Nocturno,5.1
Envigado,Femenino,Operativos,4345763.44,20,20,Tecnólogo,Soltero,4,Mixto,8.6
Envigado,Femenino,Operativos,4554239.12,47,37,Técnico,Unión Libre,0,Mixto,5.2
Estrella,Masculino,Operativos,5771657.26,32,3,Primaria,Soltero,2,Diurno,9.4
Envigado,Masculino,Servicios Generales,2970947.74,53,31,Tecnólogo,Viudo,3,Diurno,3.2
Itagüí,Femenino,Operativos,4910495.21,47,0,Profesional,Soltero,0,Diurno,7.2
Estrella,Masculino,Servicios Generales,3688800.34,43,4,Tecnólogo,Viudo,1,Mixto,2.9
Estrella,Femenino,Servicios Generales,2609944.26,29,17,Tecnólogo,Unión Libre,1,Diurno,4.1
Medellín,Femenino,Operativos,4010374.97,26,16,Secundaria,Viudo,0,Mixto,6.0
Envigado,Masculino,Operativos,2233522.0,43,5,Profesional,Unión Libre,0,Diurno,9.4
Sabaneta,Masculino,Operativos,5929351.32,19,16,Primaria,Soltero,1,Nocturno,2.7
Envigado,No Binario,Administrativa,7287443.03,37,20,Tecnólogo,Viudo,0,Nocturno,3.5
Sabaneta,Femenino,Operativos,3363270.45,31,1,Secundaria,Divorciado,0,Nocturno,5.1
Bello,Femenino,Servicios Generales,2068681.18,32,13,Tecnólogo,Casado,0,Mixto,9.3
Sabaneta,Femenino,Operativos,4460396.74,44,10,Secundaria,Unión Libre,4,Mixto,9.3
Sabaneta,Femenino,Operativos,5228384.03,29,25,Técnico,Soltero,0,Mixto,4.9
Sabaneta,Femenino,Operativos,4346639.69,57,35,Técnico,Viudo,0,Nocturno,6.2
Envigado,No Binario,Operativos,5290711.35,57,13,Profesional,Soltero,0,Diurno,1.1
Sabaneta,Femenino,Administrativa,7647080.58,60,5,Profesional,Soltero,2,Mixto,3.2
Bello,Masculino,Operativos,5776410.44,24,21,Técnico,Soltero,0,Diurno,4.6
Envigado,Masculino,Operativos,2500383.93,27,19,Técnico,Soltero,0,Mixto,9.0
Medellín,Femenino,Operativos,2195804.42,22,26,Primaria,Divorciado,0,Mixto,2.2
Medellín,Femenino,Operativos,5811527.02,39,8,Secundaria,Casado,4,Nocturno,2.6
Estrella,Masculino,Servicios Generales,3235983.46,30,35,Técnico,Casado,2,Mixto,10.0
Bello,Masculino,Operativos,4487639.12,37,30,Secundaria,Divorciado,1,Diurno,9.1
Sabaneta,Masculino,Servicios Generales,2224123.48,38,0,Técnico,Unión Libre,3,Mixto,5.9
Medellín,Masculino,Operativos,2140722.91,33,6,Tecnólogo,Divorciado,3,Diurno,7.4
Medellín,Masculino,Operativos,3822749.07,40,2,Secundaria,Unión Libre,0,Diurno,7.1
Sabaneta,No Binario,Operativos,4949530.67,27,21,Técnico,Divorciado,0,Diurno,6.4
Sabaneta,No Binario,Operativos,2719738.89,60,12,Secundaria,Unión Libre,1,Mixto,8.4
Bello,Masculino,Operativos,5094236.38,39,24,Secundaria,Soltero,0,Nocturno,5.1
Estrella,Masculino,Operativos,5660535.02,27,20,Profesional,Casado,0,Nocturno,8.7
Itagüí,Masculino,Operativos,3740003.56,37,23,Tecnólogo,Unión Libre,0,Nocturno,6.6
Estrella,No Binario,Operativos,3180467.24,26,3,Posgrado,Divorciado,0,Nocturno,4.4
Medellín,Masculino,Operativos,4348366.48,44,11,Secundaria,Soltero,0,Diurno,5.9
Estrella,Femenino,Operativos,3146503.15,30,38,Posgrado,Soltero,3,Diurno,9.5
Estrella,Femenino,Operativos,3974370.88,34,10,Posgrado,Unión Libre,0,Mixto,4.0
Medellín,No Binario,Servicios Generales,3939700.79,52,12,Secundaria,Unión Libre,3,Mixto,8.7
Itagüí,Femenino,Operativos,2761050.75,36,28,Profesional,Soltero,0,Diurno,5.9
Sabaneta,Femenino,Operativos,3388488.54,58,33,Técnico,Divorciado,0,Mixto,5.2
Medellín,Femenino,Operativos,2049061.66,45,4,Primaria,Soltero,0,Diurno,2.2
Itagüí,Femenino,Operativos,3228800.98,24,36,Profesional,Viudo,2,Nocturno,6.8
Bello,Masculino,Operativos,2684180.54,38,40,Técnico,Casado,0,Diurno,8.1
Medellín,No Binario,Servicios Generales,2588112.74,61,18,Primaria,Soltero,3,Diurno,4.8
Envigado,Femenino,Operativos,2297276.49,39,22,Técnico,Unión Libre,1,Diurno,6.7
Itagüí,Femenino,Servicios Generales,2718550.28,25,26,Técnico,Viudo,0,Nocturno,4.3
Estrella,No Binario,Servicios Generales,3083719.16,23,18,Secundaria,Soltero,4,Mixto,9.6
Itagüí,Femenino,Servicios Generales,3583176.28,57,8,Profesional,Casado,0,Nocturno,8.2
Itagüí,Masculino,Operativos,4529392.0,57,30,Secundaria,Divorciado,1,Mixto,5.3
Envigado,Femenino,Servicios Generales,2146920.4,35,0,Secundaria,Viudo,0,Diurno,3.5
Sabaneta,Femenino,Operativos,3819492.0,32,9,Profesional,Divorciado,2,Nocturno,4.5
Sabaneta,No Binario,Operativos,2936257.58,34,30,Tecnólogo,Casado,0,Diurno,2.1
Estrella,Femenino,Operativos,2264062.84,36,40,Tecnólogo,Casado,0,Mixto,6.1
Bello,Femenino,Operativos,4471982.62,18,38,Técnico,Viudo,3,Diurno,2.8
Estrella,Masculino,Operativos,5034251.92,36,40,Técnico,Unión Libre,1,Mixto,8.1
Sabaneta,Masculino,Servicios Generales,3991428.28,53,24,Técnico,Soltero,0,Nocturno,1.6
Estrella,No Binario,Operativos,3460472.23,24,25,Técnico,Soltero,0,Diurno,7.9
Medellín,No Binario,Operativos,3608102.73,42,3,Primaria,Unión Libre,4,Mixto,7.0
Bello,Femenino,Operativos,5013235.08,57,23,Técnico,Divorciado,3,Mixto,7.0
Sabaneta,No Binario,Operativos,2632326.72,36,21,Profesional,Casado,0,Nocturno,5.8
Estrella,Masculino,Operativos,2971351.09,18,29,Técnico,Viudo,1,Nocturno,7.5
Bello,Masculino,Administrativa,7050309.01,62,15,Secundaria,Soltero,1,Diurno,3.0
Itagüí,No Binario,Operativos,4351865.44,48,35,Tecnólogo,Viudo,0,Diurno,6.8
Sabaneta,Femenino,Operativos,3865205.54,18,37,Secundaria,Divorciado,1,Mixto,3.4
Envigado,Masculino,Servicios Generales,3258979.1,30,20,Profesional,Divorciado,0,Diurno,5.9
Itagüí,Masculino,Operativos,3594210.95,29,3,Profesional,Viudo,0,Mixto,3.6
Envigado,Femenino,Operativos,2414490.64,51,8,Secundaria,Divorciado,0,Mixto,5.6
Itagüí,No Binario,Operativos,2576567.46,42,26,Secundaria,Viudo,3,Diurno,4.2
Sabaneta,No Binario,Administrativa,7264428.58,28,16,Secundaria,Viudo,0,Nocturno,3.2
Itagüí,Femenino,Operativos,3857005.47,18,8,Profesional,Soltero,3,Nocturno,9.5
Envigado,Femenino,Operativos,4595783.38,60,14,Profesional,Casado,0,Nocturno,5.6
Envigado,Masculino,Operativos,3351741.43,40,33,Profesional,Divorciado,0,Mixto,8.6
Medellín,Femenino,Operativos,3054375.69,57,1,Profesional,Unión Libre,3,Diurno,2.9
Medellín,Masculino,Operativos,2663863.7,43,21,Secundaria,Casado,1,Nocturno,2.0
Envigado,Masculino,Servicios Generales,3855238.23,25,9,Primaria,Divorciado,1,Diurno,4.5
Sabaneta,Masculino,Operativos,2913015.79,41,27,Profesional,Viudo,2,Nocturno,5.9
Bello,Masculino,Operativos,5934317.33,35,1,Secundaria,Divorciado,2,Diurno,5.7
Medellín,No Binario,Servicios Generales,2035591.92,52,12,Profesional,Viudo,0,Nocturno,5.8
Itagüí,Femenino,Operativos,4620372.67,55,18,Técnico,Viudo,1,Nocturno,2.4
Itagüí,No Binario,Operativos,4237045.98,40,18,Técnico,Soltero,2,Mixto,9.7
Envigado,Femenino,Administrativa,7747096.48,39,33,Tecnólogo,Casado,1,Diurno,3.5
Medellín,Femenino,Servicios Generales,3115252.41,26,7,Primaria,Divorciado,0,Mixto,3.6
Sabaneta,No Binario,Operativos,2891004.31,60,0,Secundaria,Soltero,0,Diurno,3.4
Envigado,Masculino,Servicios Generales,2174108.93,19,17,Posgrado,Soltero,3,Diurno,2.1
Medellín,Femenino,Servicios Generales,2491212.2,54,19,Profesional,Soltero,3,Diurno,4.9
Itagüí,Masculino,Operativos,3459005.65,46,6,Técnico,Viudo,4,Nocturno,1.6
Itagüí,Masculino,Operativos,4370218.21,29,7,Técnico,Unión Libre,3,Diurno,7.3
Medellín,Femenino,Servicios Generales,3446897.66,47,23,Profesional,Viudo,0,Mixto,1.3
Bello,Femenino,Operativos,4669525.71,31,38,Secundaria,Viudo,1,Diurno,8.6
Estrella,Masculino,Servicios Generales,3176173.06,30,19,Técnico,Viudo,0,Diurno,1.9
Medellín,Femenino,Operativos,3178346.93,34,11,Técnico,Casado,1,Diurno,9.5
Envigado,Masculino,Operativos,2622050.71,24,24,Profesional,Viudo,0,Mixto,8.6
Itagüí,Femenino,Operativos,4580421.6,24,21,Secundaria,Viudo,1,Mixto,4.4
Medellín,Masculino,Administrativa,6198913.06,52,28,Secundaria,Soltero,3,Mixto,8.0
Itagüí,Femenino,Operativos,5287627.86,44,37,Profesional,Unión Libre,1,Diurno,4.4
Bello,Masculino,Operativos,2084377.98,49,35,Secundaria,Divorciado,0,Mixto,6.9
Estrella,No Binario,Servicios Generales,3672620.68,18,6,Secundaria,Casado,0,Diurno,3.7
Medellín,Femenino,Servicios Generales,3793651.59,37,24,Posgrado,Casado,2,Mixto,2.7
Medellín,Femenino,Operativos,3719196.96,21,7,Tecnólogo,Viudo,0,Diurno,2.9
Estrella,Masculino,Servicios Generales,2913935.13,57,17,Profesional,Divorciado,1,Nocturno,8.3
Sabaneta,Masculino,Administrativa,7441660.99,31,22,Secundaria,Soltero,0,Mixto,9.7
Estrella,Masculino,Operativos,4759372.02,40,28,Tecnólogo,Casado,0,Nocturno,2.6
Itagüí,Masculino,Operativos,5738758.31,33,28,Posgrado,Unión Libre,0,Mixto,5.3
Bello,Femenino,Servicios Generales,2797932.25,44,10,Posgrado,Unión Libre,0,Diurno,8.4
Sabaneta,Masculino,Servicios Generales,3343223.1,21,5,Profesional,Unión Libre,0,Nocturno,2.7
Bello,Masculino,Servicios Generales,2965027.95,21,26,Secundaria,Casado,0,Mixto,7.6
Medellín,Masculino,Operativos,2598773.18,61,14,Secundaria,Viudo,0,Diurno,6.4
Medellín,Masculino,Operativos,4988853.31,49,18,Secundaria,Divorciado,2,Mixto,6.5
Bello,Masculino,Operativos,2470887.91,40,8,Técnico,Viudo,0,Diurno,6.9
Sabaneta,Femenino,Servicios Generales,2274082.44,42,15,Técnico,Viudo,0,Diurno,3.6
Itagüí,Masculino,Operativos,5842766.15,20,26,Profesional,Casado,3,Nocturno,9.8
Itagüí,Masculino,Operativos,2580938.98,27,17,Tecnólogo,Divorciado,0,Mixto,9.6
Medellín,Femenino,Administrativa,6236483.9,62,6,Profesional,Viudo,1,Diurno,10.0
Bello,Masculino,Administrativa,6289741.95,44,3,Secundaria,Unión Libre,2,Nocturno,1.7
Envigado,Masculino,Operativos,3712411.56,52,19,Posgrado,Soltero,3,Nocturno,6.3
Bello,Femenino,Operativos,2776541.05,44,35,Tecnólogo,Unión Libre,2,Diurno,8.7
Estrella,No Binario,Operativos,2052739.06,52,21,Técnico,Divorciado,1,Nocturno,6.7
Itagüí,Femenino,Operativos,5829225.52,46,22,Profesional,Casado,1,Mixto,5.7
Itagüí,No Binario,Operativos,2351565.1,41,7,Secundaria,Casado,0,Diurno,3.9
Envigado,Femenino,Operativos,2434649.09,18,17,Profesional,Unión Libre,0,Nocturno,3.8
Envigado,Femenino,Operativos,4227059.95,46,36,Técnico,Divorciado,3,Mixto,2.3
Estrella,Femenino,Operativos,5805027.67,51,29,Secundaria,Soltero,2,Nocturno,5.1
Itagüí,No Binario,Operativos,4393204.18,56,6,Tecnólogo,Casado,0,Mixto,9.8
Envigado,Femenino,Operativos,3911258.32,51,28,Profesional,Soltero,0,Mixto,8.9
Bello,No Binario,Operativos,3588274.56,54,10,Secundaria,Divorciado,0,Nocturno,8.7
Itagüí,Masculino,Servicios Generales,3863507.18,33,28,Posgrado,Soltero,2,Diurno,1.5
Sabaneta,Masculino,Operativos,3768455.52,37,15,Profesional,Soltero,4,Nocturno,7.2
Sabaneta,No Binario,Operativos,3991200.23,49,11,Secundaria,Soltero,2,Diurno,7.1
Estrella,Femenino,Operativos,5014847.07,48,26,Primaria,Casado,0,Mixto,4.4
Envigado,No Binario,Servicios Generales,2840667.44,37,36,Posgrado,Viudo,0,Mixto,7.8
Medellín,Masculino,Servicios Generales,3441926.18,41,17,Tecnólogo,Unión Libre,2,Mixto,2.1
Sabaneta,Masculino,Operativos,2072276.39,58,34,Primaria,Divorciado,1,Diurno,2.6
Bello,Masculino,Operativos,4121571.24,30,4,Profesional,Viudo,2,Nocturno,8.3
Itagüí,Masculino,Operativos,2497881.22,47,19,Tecnólogo,Soltero,3,Mixto,3.6
Itagüí,Femenino,Operativos,3275220.03,49,1,Profesional,Divorciado,0,Diurno,7.2
Sabaneta,Femenino,Operativos,5881328.63,40,36,Técnico,Casado,0,Diurno,9.4
Envigado,Femenino,Administrativa,7266818.48,49,1,Primaria,Viudo,4,Diurno,2.2
Estrella,Femenino,Administrativa,7968710.07,55,3,Primaria,Unión Libre,0,Diurno,7.0
Itagüí,Femenino,Operativos,3334969.03,60,14,Secundaria,Viudo,2,Nocturno,5.6
Envigado,Femenino,Servicios Generales,3620864.19,54,8,Técnico,Unión Libre,0,Mixto,2.9
Medellín,Femenino,Operativos,2843619.6,61,30,Tecnólogo,Unión Libre,3,Mixto,1.1
Bello,Masculino,Operativos,4825546.36,49,40,Secundaria,Divorciado,0,Nocturno,1.3
Medellín,Masculino,Operativos,5057185.7,41,11,Profesional,Divorciado,1,Mixto,5.5
Estrella,Femenino,Operativos,3962151.88,28,36,Posgrado,Unión Libre,1,Diurno,7.9
Envigado,Masculino,Operativos,3875399.03,40,15,Profesional,Viudo,0,Mixto,8.6
Estrella,Masculino,Operativos,3492662.74,32,31,Tecnólogo,Unión Libre,0,Mixto,7.4
Estrella,Masculino,Administrativa,6878634.32,23,36,Secundaria,Divorciado,0,Mixto,1.1
Estrella,Femenino,Operativos,5170762.51,54,1,Secundaria,Viudo,1,Nocturno,5.3
Medellín,Masculino,Operativos,5814886.46,28,5,Técnico,Divorciado,0,Mixto,8.7
Itagüí,Femenino,Administrativa,6886424.32,57,27,Secundaria,Soltero,0,Diurno,9.8
Medellín,Femenino,Operativos,4950797.98,60,14,Secundaria,Casado,2,Diurno,2.6
Sabaneta,Masculino,Operativos,3600708.6,60,11,Secundaria,Soltero,2,Mixto,8.9
Envigado,No Binario,Servicios Generales,3476676.33,49,13,Tecnólogo,Casado,3,Diurno,5.2
Estrella,Femenino,Operativos,5055579.95,39,13,Técnico,Casado,0,Diurno,9.3
Sabaneta,Femenino,Operativos,4650590.98,48,38,Técnico,Viudo,1,Diurno,9.7
Estrella,Masculino,Servicios Generales,2483558.26,34,14,Secundaria,Divorciado,0,Diurno,2.8
Sabaneta,Femenino,Operativos,5945654.98,51,37,Secundaria,Divorciado,0,Diurno,9.6
Envigado,Masculino,Operativos,2053814.51,23,27,Profesional,Casado,1,Nocturno,6.4
Envigado,Femenino,Operativos,2347668.62,46,14,Posgrado,Unión Libre,0,Diurno,8.3
Sabaneta,Femenino,Operativos,3757980.88,18,30,Secundaria,Soltero,1,Nocturno,1.0
Sabaneta,No Binario,Servicios Generales,3086832.28,28,20,Técnico,Unión Libre,0,Diurno,9.4
Medellín,No Binario,Administrativa,7152882.36,61,28,Técnico,Casado,0,Mixto,9.3
Estrella,Masculino,Operativos,3669768.37,32,17,Posgrado,Soltero,0,Diurno,3.9
Sabaneta,Femenino,Operativos,5417915.05,38,38,Secundaria,Casado,1,Diurno,6.7
Estrella,Masculino,Servicios Generales,2946856.58,34,19,Secundaria,Unión Libre,3,Nocturno,6.7
Itagüí,Masculino,Operativos,4375786.81,33,14,Técnico,Divorciado,1,Nocturno,4.5
Estrella,No Binario,Operativos,4405744.93,23,23,Tecnólogo,Viudo,3,Mixto,1.2
Bello,Femenino,Operativos,4235478.22,51,20,Primaria,Viudo,0,Mixto,6.9
Estrella,Femenino,Operativos,3231666.57,61,26,Profesional,Viudo,2,Nocturno,2.7
Medellín,Femenino,Operativos,2306099.06,28,23,Tecnólogo,Unión Libre,1,Nocturno,8.3
Bello,No Binario,Administrativa,6438225.82,53,32,Profesional,Soltero,0,Diurno,9.2
Bello,Femenino,Operativos,4540944.71,40,19,Tecnólogo,Unión Libre,1,Nocturno,1.4
Estrella,No Binario,Servicios Generales,3848445.58,31,12,Técnico,Casado,2,Nocturno,1.5
