fecha,codigo_tienda,nombre_tienda,vendedor,codigo_producto,nombre_producto,cantidad,valor_unitario,total,descuento
2025-04-10,5,Tienda E,Vendedor 5,P217,Producto 217,1,110.99,110.99,11.1
2025-03-29,7,Tienda G,Vendedor 4,P280,Producto 280,2,99.36,198.72,29.81
2025-12-08,1,Tienda A,Vendedor 2,P260,Producto 260,2,154.78,309.56,30.96
2025-09-07,8,Tienda H,Vendedor 3,P115,Producto 115,3,180.76,542.28,27.11
2025-05-15,2,Tienda B,Vendedor 3,P192,Producto 192,5,59.82,299.1,0.0
2025-10-26,3,Tienda C,Vendedor 4,P057,Producto 57,5,74.76,373.8,37.38
2025-03-16,7,Tienda G,Vendedor 1,P262,Producto 262,3,77.3,231.9,34.78
2025-11-27,9,Tienda I,Vendedor 8,P337,Producto 337,4,170.01,680.04,0.0
2025-03-07,8,Tienda H,Vendedor 10,P225,Producto 225,4,68.31,273.24,40.99
2025-07-10,2,Tienda B,Vendedor 6,P313,Producto 313,2,155.21,310.42,15.52
2025-05-18,3,Tienda C,Vendedor 5,P449,Producto 449,5,146.04,730.2,0.0
2025-07-01,9,Tienda I,Vendedor 1,P268,Producto 268,1,90.79,90.79,0.0
2025-12-14,3,Tienda C,Vendedor 9,P413,Producto 413,5,36.42,182.1,0.0
2025-12-12,2,Tienda B,Vendedor 4,P245,Producto 245,2,72.47,144.94,14.49
2025-06-28,9,Tienda I,Vendedor 2,P364,Producto 364,2,107.69,215.38,10.77
2025-02-07,9,Tienda I,Vendedor 7,P053,Producto 53,2,171.31,342.62,34.26
2025-08-01,3,Tienda C,Vendedor 7,P038,Producto 38,5,64.95,324.75,32.48
2025-11-24,8,Tienda H,Vendedor 1,P343,Producto 343,5,146.6,733.0,0.0
2025-02-03,2,Tienda B,Vendedor 1,P301,Producto 301,2,192.2,384.4,19.22
2025-09-07,2,Tienda B,Vendedor 9,P049,Producto 49,5,168.63,843.15,126.47
2025-02-05,2,Tienda B,Vendedor 10,P166,Producto 166,1,189.9,189.9,9.5
2025-06-14,7,Tienda G,Vendedor 9,P216,Producto 216,2,35.27,70.54,10.58
2025-05-31,9,Tienda I,Vendedor 2,P419,Producto 419,1,81.62,81.62,4.08
2025-03-25,1,Tienda A,Vendedor 2,P050,Producto 50,4,182.04,728.16,109.22
2025-03-07,5,Tienda E,Vendedor 2,P122,Producto 122,1,180.36,180.36,0.0
2025-10-15,6,Tienda F,Vendedor 6,P276,Producto 276,3,78.99,236.97,11.85
2025-02-19,5,Tienda E,Vendedor 2,P365,Producto 365,4,110.16,440.64,0.0
2025-04-06,6,Tienda F,Vendedor 8,P430,Producto 430,3,21.6,64.8,3.24
2025-11-01,5,Tienda E,Vendedor 10,P266,Producto 266,1,99.25,99.25,4.96
2025-04-24,6,Tienda F,Vendedor 5,P019,Producto 19,3,96.35,289.05,28.91
2025-11-09,3,Tienda C,Vendedor 8,P023,Producto 23,4,44.09,176.36,0.0
2025-02-14,9,Tienda I,Vendedor 10,P056,Producto 56,5,109.35,546.75,0.0
2025-12-01,1,Tienda A,Vendedor 2,P224,Producto 224,5,100.36,501.8,0.0
2025-05-03,1,Tienda A,Vendedor 8,P408,Producto 408,1,108.11,108.11,10.81
2025-04-15,7,Tienda G,Vendedor 6,P114,Producto 114,3,25.08,75.24,7.52
2025-01-21,3,Tienda C,Vendedor 2,P450,Producto 450,4,61.92,247.68,12.38
2025-11-27,10,Tienda J,Vendedor 4,P479,Producto 479,3,50.55,151.65,0.0
2025-10-26,4,Tienda D,Vendedor 6,P156,Producto 156,4,156.34,625.36,93.8
2025-11-10,6,Tienda F,Vendedor 9,P274,Producto 274,1,109.77,109.77,10.98
2025-03-08,1,Tienda A,Vendedor 2,P462,Producto 462,4,59.5,238.0,11.9
2025-01-04,9,Tienda I,Vendedor 6,P446,Producto 446,2,72.33,144.66,21.7
2025-05-20,2,Tienda B,Vendedor 2,P468,Producto 468,3,172.49,517.47,77.62
2025-05-21,7,Tienda G,Vendedor 4,P015,Producto 15,3,134.64,403.92,0.0
2025-10-31,5,Tienda E,Vendedor 9,P175,Producto 175,2,106.4,212.8,0.0
2025-08-13,1,Tienda A,Vendedor 9,P225,Producto 225,2,68.31,136.62,13.66
2025-08-04,2,Tienda B,Vendedor 7,P293,Producto 293,4,66.11,264.44,39.67
2025-08-06,1,Tienda A,Vendedor 2,P020,Producto 20,5,143.24,716.2,35.81
2025-06-05,10,Tienda J,Vendedor 5,P094,Producto 94,4,120.59,482.36,48.24
2025-12-17,6,Tienda F,Vendedor 5,P381,Producto 381,4,140.69,562.76,56.28
2025-07-10,5,Tienda E,Vendedor 5,P190,Producto 190,3,52.11,156.33,7.82
2025-11-29,3,Tienda C,Vendedor 10,P371,Producto 371,4,93.69,374.76,0.0
2025-01-28,5,Tienda E,Vendedor 4,P128,Producto 128,3,112.08,336.24,33.62
2025-10-20,5,Tienda E,Vendedor 10,P166,Producto 166,4,189.9,759.6,113.94
2025-06-21,6,Tienda F,Vendedor 4,P111,Producto 111,5,189.49,947.45,142.12
2025-03-04,1,Tienda A,Vendedor 3,P213,Producto 213,5,26.72,133.6,6.68
2025-11-18,1,Tienda A,Vendedor 7,P164,Producto 164,1,97.23,97.23,0.0
2025-06-16,3,Tienda C,Vendedor 2,P104,Producto 104,5,113.68,568.4,85.26
2025-03-06,9,Tienda I,Vendedor 4,P467,Producto 467,3,134.42,403.26,60.49
2025-03-25,5,Tienda E,Vendedor 9,P394,Producto 394,1,184.26,184.26,18.43
2025-07-02,6,Tienda F,Vendedor 5,P477,Producto 477,1,120.26,120.26,18.04
2025-04-23,1,Tienda A,Vendedor 8,P384,Producto 384,5,128.44,642.2,96.33
2025-11-29,8,Tienda H,Vendedor 1,P349,Producto 349,1,97.2,97.2,0.0
2025-03-18,9,Tienda I,Vendedor 1,P259,Producto 259,3,41.19,123.57,12.36
2025-03-11,4,Tienda D,Vendedor 4,P149,Producto 149,5,105.74,528.7,0.0
2025-08-02,8,Tienda H,Vendedor 9,P052,Producto 52,2,192.32,384.64,19.23
2025-12-09,3,Tienda C,Vendedor 5,P452,Producto 452,1,137.54,137.54,13.75
2025-06-27,9,Tienda I,Vendedor 8,P259,Producto 259,2,41.19,82.38,8.24
2025-02-19,7,Tienda G,Vendedor 2,P020,Producto 20,3,143.24,429.72,0.0
2025-12-04,8,Tienda H,Vendedor 9,P348,Producto 348,3,150.97,452.91,67.94
2025-07-02,4,Tienda D,Vendedor 1,P062,Producto 62,1,103.96,103.96,5.2
2025-10-25,2,Tienda B,Vendedor 9,P195,Producto 195,3,64.1,192.3,28.84
2025-02-28,6,Tienda F,Vendedor 2,P260,Producto 260,4,154.78,619.12,61.91
2025-04-04,3,Tienda C,Vendedor 4,P428,Producto 428,4,81.21,324.84,16.24
2025-01-23,1,Tienda A,Vendedor 4,P200,Producto 200,3,40.78,122.34,6.12
2025-10-27,6,Tienda F,Vendedor 5,P367,Producto 367,1,171.33,171.33,25.7
2025-08-03,2,Tienda B,Vendedor 9,P107,Producto 107,3,94.45,283.35,0.0
2025-07-25,3,Tienda C,Vendedor 7,P272,Producto 272,1,31.75,31.75,4.76
2025-12-09,2,Tienda B,Vendedor 10,P190,Producto 190,4,52.11,208.44,0.0
2025-07-12,5,Tienda E,Vendedor 7,P208,Producto 208,5,67.69,338.45,0.0
2025-01-09,7,Tienda G,Vendedor 4,P249,Producto 249,4,97.8,391.2,19.56
2025-02-14,10,Tienda J,Vendedor 2,P390,Producto 390,5,94.14,470.7,70.6
2025-12-14,8,Tienda H,Vendedor 7,P246,Producto 246,1,25.67,25.67,2.57
2025-09-15,10,Tienda J,Vendedor 9,P496,Producto 496,5,138.08,690.4,103.56
2025-10-22,1,Tienda A,Vendedor 8,P310,Producto 310,1,194.09,194.09,0.0
2025-08-19,9,Tienda I,Vendedor 6,P254,Producto 254,3,193.21,579.63,0.0
2025-12-24,10,Tienda J,Vendedor 5,P417,Producto 417,2,182.39,364.78,54.72
2025-11-01,5,Tienda E,Vendedor 8,P053,Producto 53,3,171.31,513.93,25.7
2025-01-14,4,Tienda D,Vendedor 9,P455,Producto 455,1,111.45,111.45,16.72
2025-05-05,5,Tienda E,Vendedor 10,P320,Producto 320,2,159.47,318.94,31.89
2025-10-22,2,Tienda B,Vendedor 10,P299,Producto 299,4,152.52,610.08,91.51
2025-09-06,10,Tienda J,Vendedor 2,P053,Producto 53,2,171.31,342.62,0.0
2025-09-16,5,Tienda E,Vendedor 9,P118,Producto 118,1,72.18,72.18,3.61
2025-05-13,10,Tienda J,Vendedor 10,P391,Producto 391,5,79.72,398.6,0.0
2025-07-19,7,Tienda G,Vendedor 6,P283,Producto 283,5,90.73,453.65,22.68
2025-09-24,1,Tienda A,Vendedor 7,P235,Producto 235,3,192.98,578.94,28.95
2025-06-20,6,Tienda F,Vendedor 4,P038,Producto 38,2,64.95,129.9,0.0
2025-03-01,7,Tienda G,Vendedor 9,P192,Producto 192,2,59.82,119.64,17.95
2025-11-12,6,Tienda F,Vendedor 8,P191,Producto 191,1,66.23,66.23,3.31
2025-01-29,5,Tienda E,Vendedor 9,P188,Producto 188,5,164.96,824.8,0.0
2025-02-13,4,Tienda D,Vendedor 10,P040,Producto 40,3,68.88,206.64,0.0
2025-10-31,8,Tienda H,Vendedor 5,P461,Producto 461,4,169.97,679.88,67.99
2025-10-24,5,Tienda E,Vendedor 2,P410,Producto 410,4,147.42,589.68,88.45
2025-01-21,5,Tienda E,Vendedor 10,P410,Producto 410,5,147.42,737.1,36.86
2025-06-29,3,Tienda C,Vendedor 10,P066,Producto 66,2,84.02,168.04,25.21
2025-11-23,3,Tienda C,Vendedor 7,P208,Producto 208,5,67.69,338.45,0.0
2025-06-04,4,Tienda D,Vendedor 7,P104,Producto 104,3,113.68,341.04,51.16
2025-01-08,1,Tienda A,Vendedor 7,P073,Producto 73,5,163.1,815.5,81.55
2025-07-21,4,Tienda D,Vendedor 9,P099,Producto 99,3,58.18,174.54,8.73
2025-05-13,9,Tienda I,Vendedor 5,P140,Producto 140,4,112.54,450.16,22.51
2025-05-14,5,Tienda E,Vendedor 5,P433,Producto 433,3,36.66,109.98,11.0
2025-07-02,5,Tienda E,Vendedor 4,P095,Producto 95,5,52.36,261.8,26.18
2025-07-12,8,Tienda H,Vendedor 10,P495,Producto 495,5,74.77,373.85,18.69
2025-03-18,8,Tienda H,Vendedor 6,P111,Producto 111,5,189.49,947.45,47.37
2025-12-19,3,Tienda C,Vendedor 7,P477,Producto 477,2,120.26,240.52,0.0
2025-10-04,6,Tienda F,Vendedor 1,P252,Producto 252,4,156.84,627.36,0.0
2025-05-27,5,Tienda E,Vendedor 6,P069,Producto 69,3,31.56,94.68,9.47
2025-11-24,4,Tienda D,Vendedor 4,P302,Producto 302,1,53.77,53.77,2.69
2025-05-27,8,Tienda H,Vendedor 9,P292,Producto 292,3,81.59,244.77,24.48
2025-03-02,7,Tienda G,Vendedor 8,P150,Producto 150,5,111.87,559.35,27.97
2025-08-04,2,Tienda B,Vendedor 4,P073,Producto 73,3,163.1,489.3,73.39
2025-05-07,8,Tienda H,Vendedor 5,P354,Producto 354,1,66.41,66.41,9.96
2025-07-23,4,Tienda D,Vendedor 4,P429,Producto 429,2,40.62,81.24,4.06
2025-05-11,2,Tienda B,Vendedor 7,P262,Producto 262,1,77.3,77.3,11.59
2025-03-12,8,Tienda H,Vendedor 8,P153,Producto 153,4,81.56,326.24,32.62
2025-06-07,7,Tienda G,Vendedor 6,P212,Producto 212,1,65.72,65.72,9.86
2025-03-24,2,Tienda B,Vendedor 3,P486,Producto 486,1,152.05,152.05,0.0
2025-08-08,9,Tienda I,Vendedor 8,P303,Producto 303,1,77.75,77.75,7.78
2025-09-19,3,Tienda C,Vendedor 1,P010,Producto 10,5,128.38,641.9,32.09
2025-01-03,1,Tienda A,Vendedor 1,P168,Producto 168,4,152.49,609.96,61.0
2025-07-25,6,Tienda F,Vendedor 8,P129,Producto 129,2,132.83,265.66,26.57
2025-11-04,3,Tienda C,Vendedor 3,P040,Producto 40,2,68.88,137.76,13.78
2025-10-06,6,Tienda F,Vendedor 9,P362,Producto 362,5,78.81,394.05,59.11
2025-07-01,8,Tienda H,Vendedor 4,P128,Producto 128,4,112.08,448.32,22.42
2025-06-20,1,Tienda A,Vendedor 1,P243,Producto 243,4,145.23,580.92,87.14
2025-02-03,9,Tienda I,Vendedor 8,P454,Producto 454,5,189.37,946.85,47.34
2025-01-25,7,Tienda G,Vendedor 7,P084,Producto 84,5,147.55,737.75,73.78
2025-09-20,1,Tienda A,Vendedor 10,P483,Producto 483,3,178.91,536.73,26.84
2025-01-09,1,Tienda A,Vendedor 4,P203,Producto 203,5,167.39,836.95,41.85
2025-07-15,3,Tienda C,Vendedor 1,P330,Producto 330,2,173.51,347.02,0.0
2025-04-12,2,Tienda B,Vendedor 2,P247,Producto 247,1,153.89,153.89,7.69
2025-03-22,8,Tienda H,Vendedor 10,P056,Producto 56,3,109.35,328.05,32.8
2025-01-07,1,Tienda A,Vendedor 4,P008,Producto 8,4,166.92,667.68,100.15
2025-10-19,9,Tienda I,Vendedor 8,P071,Producto 71,4,149.03,596.12,89.42
2025-06-24,6,Tienda F,Vendedor 1,P268,Producto 268,5,90.79,453.95,45.4
2025-01-29,2,Tienda B,Vendedor 5,P118,Producto 118,4,72.18,288.72,28.87
2025-09-22,3,Tienda C,Vendedor 1,P371,Producto 371,4,93.69,374.76,37.48
2025-02-12,7,Tienda G,Vendedor 7,P005,Producto 5,4,69.71,278.84,13.94
2025-06-06,3,Tienda C,Vendedor 1,P329,Producto 329,1,188.44,188.44,18.84
2025-01-21,5,Tienda E,Vendedor 6,P022,Producto 22,5,125.82,629.1,94.36
2025-01-27,1,Tienda A,Vendedor 4,P015,Producto 15,2,134.64,269.28,0.0
2025-01-05,6,Tienda F,Vendedor 3,P468,Producto 468,2,172.49,344.98,17.25
2025-05-26,2,Tienda B,Vendedor 2,P239,Producto 239,4,73.39,293.56,44.03
2025-05-15,9,Tienda I,Vendedor 6,P104,Producto 104,2,113.68,227.36,0.0
2025-01-13,6,Tienda F,Vendedor 1,P226,Producto 226,1,146.06,146.06,7.3
2025-10-23,8,Tienda H,Vendedor 8,P238,Producto 238,1,46.23,46.23,4.62
2025-08-03,8,Tienda H,Vendedor 9,P245,Producto 245,4,72.47,289.88,14.49
2025-01-26,5,Tienda E,Vendedor 1,P086,Producto 86,2,145.93,291.86,43.78
2025-08-17,1,Tienda A,Vendedor 8,P492,Producto 492,3,144.94,434.82,0.0
2025-06-21,2,Tienda B,Vendedor 2,P371,Producto 371,5,93.69,468.45,23.42
2025-02-01,8,Tienda H,Vendedor 3,P393,Producto 393,4,142.99,571.96,28.6
2025-04-09,7,Tienda G,Vendedor 5,P261,Producto 261,3,121.04,363.12,18.16
2025-09-25,7,Tienda G,Vendedor 8,P500,Producto 500,4,34.33,137.32,20.6
2025-02-07,8,Tienda H,Vendedor 7,P118,Producto 118,5,72.18,360.9,54.13
2025-09-16,2,Tienda B,Vendedor 9,P427,Producto 427,1,37.43,37.43,5.61
2025-11-28,1,Tienda A,Vendedor 9,P489,Producto 489,4,109.9,439.6,65.94
2025-09-01,2,Tienda B,Vendedor 3,P296,Producto 296,2,102.76,205.52,10.28
2025-07-14,5,Tienda E,Vendedor 2,P375,Producto 375,3,129.5,388.5,58.27
2025-08-13,4,Tienda D,Vendedor 10,P376,Producto 376,4,30.3,121.2,0.0
2025-08-09,1,Tienda A,Vendedor 8,P395,Producto 395,5,55.52,277.6,13.88
2025-09-26,9,Tienda I,Vendedor 4,P051,Producto 51,5,56.77,283.85,42.58
2025-04-01,4,Tienda D,Vendedor 4,P406,Producto 406,1,28.49,28.49,4.27
2025-11-15,6,Tienda F,Vendedor 2,P133,Producto 133,4,140.22,560.88,28.04
2025-06-03,10,Tienda J,Vendedor 9,P039,Producto 39,2,65.05,130.1,13.01
2025-02-19,6,Tienda F,Vendedor 5,P492,Producto 492,5,144.94,724.7,36.24
2025-02-02,9,Tienda I,Vendedor 3,P350,Producto 350,3,157.46,472.38,70.86
2025-07-22,6,Tienda F,Vendedor 4,P173,Producto 173,3,50.32,150.96,22.64
2025-03-10,7,Tienda G,Vendedor 4,P177,Producto 177,5,175.96,879.8,131.97
2025-04-07,8,Tienda H,Vendedor 8,P069,Producto 69,1,31.56,31.56,0.0
2025-04-27,5,Tienda E,Vendedor 3,P045,Producto 45,1,30.28,30.28,4.54
2025-11-19,1,Tienda A,Vendedor 9,P025,Producto 25,5,72.43,362.15,18.11
2025-09-10,1,Tienda A,Vendedor 2,P386,Producto 386,1,142.82,142.82,0.0
2025-07-23,10,Tienda J,Vendedor 1,P158,Producto 158,2,184.23,368.46,36.85
2025-09-30,3,Tienda C,Vendedor 3,P182,Producto 182,4,37.39,149.56,0.0
2025-06-02,1,Tienda A,Vendedor 10,P157,Producto 157,5,145.7,728.5,109.27
2025-09-26,6,Tienda F,Vendedor 7,P461,Producto 461,4,169.97,679.88,101.98
2025-12-24,4,Tienda D,Vendedor 6,P415,Producto 415,2,88.64,177.28,8.86
2025-02-14,5,Tienda E,Vendedor 4,P454,Producto 454,1,189.37,189.37,28.41
2025-09-27,8,Tienda H,Vendedor 2,P187,Producto 187,3,192.67,578.01,0.0
2025-03-29,3,Tienda C,Vendedor 7,P136,Producto 136,3,178.51,535.53,53.55
2025-11-15,2,Tienda B,Vendedor 5,P162,Producto 162,3,72.83,218.49,21.85
2025-12-16,4,Tienda D,Vendedor 10,P058,Producto 58,4,149.84,599.36,29.97
2025-02-07,3,Tienda C,Vendedor 8,P430,Producto 430,3,21.6,64.8,9.72
2025-10-12,5,Tienda E,Vendedor 8,P497,Producto 497,1,154.58,154.58,23.19
2025-01-01,4,Tienda D,Vendedor 7,P162,Producto 162,2,72.83,145.66,14.57
2025-10-30,5,Tienda E,Vendedor 9,P092,Producto 92,3,74.32,222.96,33.44
2025-09-18,1,Tienda A,Vendedor 1,P445,Producto 445,2,103.8,207.6,0.0
2025-07-14,1,Tienda A,Vendedor 5,P402,Producto 402,5,75.11,375.55,37.55
2025-05-08,6,Tienda F,Vendedor 8,P025,Producto 25,2,72.43,144.86,7.24
2025-05-22,5,Tienda E,Vendedor 9,P244,Producto 244,4,159.19,636.76,63.68
2025-03-17,10,Tienda J,Vendedor 9,P349,Producto 349,5,97.2,486.0,0.0
2025-06-24,2,Tienda B,Vendedor 9,P411,Producto 411,1,69.72,69.72,0.0
2025-08-07,8,Tienda H,Vendedor 4,P245,Producto 245,2,72.47,144.94,7.25
2025-07-30,9,Tienda I,Vendedor 1,P239,Producto 239,1,73.39,73.39,7.34
2025-08-20,1,Tienda A,Vendedor 2,P356,Producto 356,1,55.78,55.78,8.37
2025-09-09,6,Tienda F,Vendedor 7,P026,Producto 26,2,129.95,259.9,12.99
2025-03-19,3,Tienda C,Vendedor 2,P187,Producto 187,1,192.67,192.67,19.27
2025-09-17,7,Tienda G,Vendedor 1,P278,Producto 278,1,52.09,52.09,7.81
2025-02-20,7,Tienda G,Vendedor 8,P136,Producto 136,3,178.51,535.53,80.33
2025-03-06,1,Tienda A,Vendedor 2,P035,Producto 35,4,115.1,460.4,46.04
2025-07-03,10,Tienda J,Vendedor 8,P058,Producto 58,4,149.84,599.36,59.94
2025-04-12,2,Tienda B,Vendedor 8,P315,Producto 315,2,139.91,279.82,0.0
2025-04-20,9,Tienda I,Vendedor 5,P026,Producto 26,1,129.95,129.95,19.49
2025-02-02,8,Tienda H,Vendedor 9,P421,Producto 421,1,62.77,62.77,3.14
2025-05-09,5,Tienda E,Vendedor 3,P405,Producto 405,2,137.84,275.68,13.78
2025-07-22,8,Tienda H,Vendedor 8,P197,Producto 197,1,185.5,185.5,18.55
2025-09-19,4,Tienda D,Vendedor 6,P030,Producto 30,4,75.73,302.92,30.29
2025-06-14,6,Tienda F,Vendedor 1,P332,Producto 332,2,80.54,161.08,8.05
2025-06-26,3,Tienda C,Vendedor 4,P201,Producto 201,2,151.47,302.94,15.15
2025-05-22,6,Tienda F,Vendedor 10,P088,Producto 88,5,191.58,957.9,95.79
2025-07-24,1,Tienda A,Vendedor 1,P277,Producto 277,3,81.27,243.81,12.19
2025-01-14,1,Tienda A,Vendedor 5,P056,Producto 56,1,109.35,109.35,10.94
2025-03-19,1,Tienda A,Vendedor 10,P137,Producto 137,3,193.8,581.4,87.21
2025-05-13,2,Tienda B,Vendedor 9,P196,Producto 196,4,156.95,627.8,94.17
2025-07-16,5,Tienda E,Vendedor 2,P483,Producto 483,1,178.91,178.91,26.84
2025-10-06,2,Tienda B,Vendedor 3,P322,Producto 322,1,99.5,99.5,14.92
2025-06-18,7,Tienda G,Vendedor 9,P016,Producto 16,4,67.47,269.88,40.48
2025-01-25,5,Tienda E,Vendedor 1,P485,Producto 485,1,92.9,92.9,4.65
2025-05-22,3,Tienda C,Vendedor 3,P358,Producto 358,2,46.51,93.02,4.65
2025-03-17,9,Tienda I,Vendedor 2,P189,Producto 189,3,139.27,417.81,20.89
2025-03-23,3,Tienda C,Vendedor 8,P350,Producto 350,5,157.46,787.3,78.73
2025-12-21,9,Tienda I,Vendedor 10,P309,Producto 309,1,125.01,125.01,12.5
2025-12-21,9,Tienda I,Vendedor 10,P187,Producto 187,4,192.67,770.68,38.53
2025-05-09,1,Tienda A,Vendedor 8,P303,Producto 303,3,77.75,233.25,23.33
2025-07-21,7,Tienda G,Vendedor 5,P433,Producto 433,4,36.66,146.64,0.0
2025-05-17,10,Tienda J,Vendedor 5,P025,Producto 25,4,72.43,289.72,14.49
2025-04-15,4,Tienda D,Vendedor 7,P155,Producto 155,2,161.48,322.96,0.0
2025-11-27,8,Tienda H,Vendedor 1,P393,Producto 393,4,142.99,571.96,28.6
2025-10-05,1,Tienda A,Vendedor 7,P352,Producto 352,5,144.47,722.35,36.12
2025-01-18,9,Tienda I,Vendedor 6,P182,Producto 182,5,37.39,186.95,9.35
2025-07-05,6,Tienda F,Vendedor 9,P262,Producto 262,5,77.3,386.5,19.33
2025-03-10,5,Tienda E,Vendedor 6,P495,Producto 495,3,74.77,224.31,33.65
2025-03-19,4,Tienda D,Vendedor 5,P483,Producto 483,3,178.91,536.73,53.67
2025-08-10,5,Tienda E,Vendedor 9,P107,Producto 107,1,94.45,94.45,9.45
2025-10-25,5,Tienda E,Vendedor 6,P299,Producto 299,2,152.52,305.04,30.5
2025-11-18,2,Tienda B,Vendedor 2,P375,Producto 375,4,129.5,518.0,51.8
2025-12-23,1,Tienda A,Vendedor 3,P338,Producto 338,4,169.48,677.92,101.69
2025-07-05,2,Tienda B,Vendedor 7,P037,Producto 37,3,35.85,107.55,5.38
2025-02-06,5,Tienda E,Vendedor 9,P085,Producto 85,5,133.78,668.9,33.45
2025-05-05,1,Tienda A,Vendedor 1,P094,Producto 94,3,120.59,361.77,54.27
2025-05-19,6,Tienda F,Vendedor 1,P188,Producto 188,5,164.96,824.8,0.0
2025-02-10,8,Tienda H,Vendedor 3,P033,Producto 33,5,52.08,260.4,39.06
2025-03-12,1,Tienda A,Vendedor 4,P317,Producto 317,4,55.51,222.04,33.31
2025-06-22,4,Tienda D,Vendedor 2,P404,Producto 404,2,153.55,307.1,0.0
2025-06-05,6,Tienda F,Vendedor 9,P487,Producto 487,1,116.79,116.79,17.52
2025-01-12,4,Tienda D,Vendedor 8,P323,Producto 323,5,38.63,193.15,9.66
2025-04-03,8,Tienda H,Vendedor 6,P462,Producto 462,1,59.5,59.5,2.98
2025-08-13,7,Tienda G,Vendedor 3,P257,Producto 257,1,151.48,151.48,0.0
2025-08-10,6,Tienda F,Vendedor 7,P367,Producto 367,1,171.33,171.33,25.7
2025-03-06,9,Tienda I,Vendedor 3,P490,Producto 490,5,97.03,485.15,72.77
2025-02-06,5,Tienda E,Vendedor 10,P252,Producto 252,1,156.84,156.84,23.53
2025-02-28,9,Tienda I,Vendedor 5,P131,Producto 131,2,130.12,260.24,39.04
2025-03-07,7,Tienda G,Vendedor 2,P060,Producto 60,5,27.15,135.75,20.36
2025-08-02,6,Tienda F,Vendedor 7,P195,Producto 195,1,64.1,64.1,0.0
2025-01-23,7,Tienda G,Vendedor 5,P236,Producto 236,1,197.88,197.88,19.79
2025-07-10,10,Tienda J,Vendedor 1,P125,Producto 125,5,151.77,758.85,37.94
2025-03-12,1,Tienda A,Vendedor 10,P340,Producto 340,3,24.41,73.23,0.0
2025-04-11,4,Tienda D,Vendedor 3,P298,Producto 298,1,32.18,32.18,0.0
2025-01-16,1,Tienda A,Vendedor 8,P425,Producto 425,4,173.46,693.84,69.38
2025-12-16,7,Tienda G,Vendedor 10,P409,Producto 409,1,146.35,146.35,14.63
2025-02-11,9,Tienda I,Vendedor 3,P177,Producto 177,5,175.96,879.8,87.98
2025-01-27,2,Tienda B,Vendedor 5,P294,Producto 294,5,24.37,121.85,12.19
2025-01-22,6,Tienda F,Vendedor 2,P002,Producto 2,4,51.0,204.0,30.6
2025-05-01,6,Tienda F,Vendedor 9,P232,Producto 232,1,20.54,20.54,1.03
2025-09-30,5,Tienda E,Vendedor 7,P243,Producto 243,3,145.23,435.69,65.35
2025-04-02,6,Tienda F,Vendedor 8,P471,Producto 471,3,186.06,558.18,0.0
2025-03-05,1,Tienda A,Vendedor 10,P204,Producto 204,4,70.29,281.16,42.17
2025-08-28,6,Tienda F,Vendedor 5,P323,Producto 323,5,38.63,193.15,19.32
2025-10-07,5,Tienda E,Vendedor 3,P159,Producto 159,3,184.69,554.07,27.7
2025-05-20,7,Tienda G,Vendedor 3,P431,Producto 431,1,96.49,96.49,9.65
2025-08-21,7,Tienda G,Vendedor 9,P287,Producto 287,4,155.29,621.16,0.0
2025-12-08,9,Tienda I,Vendedor 4,P454,Producto 454,3,189.37,568.11,85.22
2025-02-06,9,Tienda I,Vendedor 9,P122,Producto 122,3,180.36,541.08,54.11
2025-01-28,6,Tienda F,Vendedor 6,P013,Producto 13,1,120.79,120.79,0.0
2025-08-10,7,Tienda G,Vendedor 10,P257,Producto 257,2,151.48,302.96,30.3
2025-09-11,5,Tienda E,Vendedor 1,P084,Producto 84,3,147.55,442.65,22.13
2025-12-19,2,Tienda B,Vendedor 4,P254,Producto 254,1,193.21,193.21,28.98
2025-02-21,5,Tienda E,Vendedor 10,P475,Producto 475,1,57.64,57.64,8.65
2025-09-02,3,Tienda C,Vendedor 7,P029,Producto 29,5,79.82,399.1,39.91
2025-01-04,10,Tienda J,Vendedor 8,P213,Producto 213,3,26.72,80.16,8.02
2025-11-16,7,Tienda G,Vendedor 3,P250,Producto 250,4,39.49,157.96,15.8
2025-09-05,4,Tienda D,Vendedor 8,P424,Producto 424,1,100.75,100.75,15.11
2025-03-23,8,Tienda H,Vendedor 3,P386,Producto 386,4,142.82,571.28,85.69
2025-09-10,8,Tienda H,Vendedor 5,P419,Producto 419,4,81.62,326.48,32.65
2025-03-27,9,Tienda I,Vendedor 5,P374,Producto 374,3,107.72,323.16,16.16
2025-03-28,7,Tienda G,Vendedor 6,P114,Producto 114,3,25.08,75.24,0.0
2025-02-24,5,Tienda E,Vendedor 10,P430,Producto 430,5,21.6,108.0,16.2
2025-05-16,9,Tienda I,Vendedor 2,P448,Producto 448,3,75.23,225.69,33.85
2025-05-01,2,Tienda B,Vendedor 1,P339,Producto 339,4,53.13,212.52,21.25
2025-03-16,2,Tienda B,Vendedor 1,P232,Producto 232,2,20.54,41.08,0.0
2025-01-01,10,Tienda J,Vendedor 3,P005,Producto 5,2,69.71,139.42,20.91
2025-08-28,4,Tienda D,Vendedor 9,P320,Producto 320,4,159.47,637.88,0.0
2025-01-03,7,Tienda G,Vendedor 10,P487,Producto 487,3,116.79,350.37,35.04
2025-12-06,8,Tienda H,Vendedor 8,P047,Producto 47,5,126.9,634.5,0.0
